OBESITY_zip,LocationName,lat,lng
33.1,54169,44.18,-88.28
33.9,54730,45,-91.7
35.2,53534,42.8,-89.1
38.5,53944,43.7,-89.9
36.8,53920,43.67,-89.6
34,54015,45,-92.5
42.4,53208,43.04,-87.97
36.3,54637,43.878,-90.271
30.5,54212,45.1,-87.3
34.2,53805,43.2,-90.7
34.9,53221,42.95,-87.94
37.9,53093,43.65,-87.94
34.9,53191,42.58,-88.55
34.1,53105,42.6,-88.3
36.7,54747,44.4,-91.5
34.8,54121,45.9,-88.3
29.7,53122,43.05,-88.09
33.3,54247,44.2,-87.79
33.9,53583,43.3,-89.8
34.4,54512,46.1,-89.6
34.4,54229,44.57,-87.84
35.4,54610,44.3,-91.8
33.6,53033,43.23,-88.24
42,53212,43.07,-87.91
37.7,54307,44.513,-88.01
37.5,53085,43.7,-87.9
33,53590,43.2,-89.2
34.4,54621,43.7,-91.1
32.4,53063,44,-87.8
34.8,54545,46.1,-89.9
34.7,54126,44.3,-88
38.2,53023,43.78,-88.1
33.3,53508,42.9,-89.6
33.5,53220,42.96,-87.99
40.8,54416,45,-88.9
33.7,54010,44.7,-92.5
36.3,53965,43.7,-89.8
34.5,54488,44.8,-90.4
32.4,54232,44.007,-87.924
37.7,54174,45.1,-88.4
33.8,54213,44.7,-87.5
36.7,54618,44,-90.3
36.5,54527,46.1,-90.7
38.2,54530,45.5,-90.7
34.8,53560,43.2,-89.7
35.9,54175,45.31,-88.62
37.6,53587,42.6,-89.9
33.3,53192,42.514,-88.181
29,54481,44.5,-89.6
36,53182,42.7,-88
36.5,53901,43.5,-89.5
37.4,54454,44.6,-89.9
33.7,54110,44.2,-88.1
33.1,54021,44.7,-92.7
30.9,53130,42.94,-88.05
33.9,54484,44.8,-90.1
37.7,53070,43.62,-87.81
34.6,54654,43.266,-90.957
35.9,54539,45.8,-89.6
36.8,53047,43.257,-88.628
32.7,54228,44.27,-87.65
35.9,54024,45.5,-92.7
32.4,53574,42.82,-89.65
35,54165,44.5,-88.3
33.5,53167,42.741,-88.226
35.7,54009,45.4,-92.6
36.7,54651,43.7,-90.6
35.7,53233,43.04,-87.93
35.9,53930,43.7,-89.49
33.7,54136,44.27,-88.34
28.6,53202,43.04,-87.89
35.6,54745,45.3,-91.1
44.3,53209,43.14,-87.95
36.2,54616,44.3,-91.3
34.3,54470,45.3,-90.1
36.8,53020,43.9,-88
36.5,54157,45,-87.8
33.8,53813,42.8,-90.7
33.1,54724,45.1,-91.5
35.7,53714,43.1,-89.31
35.5,54657,43.2,-90.9
36.9,54124,44.9,-88.4
34.1,53137,43.01,-88.66
35.2,53821,43.1,-91
35.4,53935,43.59,-89.07
35.4,54106,44.5,-88.5
34.7,54408,45,-89.3
38,53098,43.2,-88.7
35.2,54020,45.3,-92.6
37.3,54541,45.6,-88.6
34.1,54180,44.33,-88.19
49.6,53205,43.05,-87.93
38.8,54459,45.4,-90.3
30.4,53715,43.06,-89.4
36.2,53949,43.8,-89.3
34.3,54017,45.1,-92.5
35.3,54138,45.3,-88.4
37.2,54303,44.54,-88.06
30.5,53213,43.05,-88
39.5,53579,43.3,-88.9
32.3,53153,42.94,-88.4
34.1,54208,44.4,-87.8
35.1,53143,42.56,-87.83
33.7,53575,42.9,-89.4
32.6,54476,44.89,-89.55
38.5,53034,43.34,-88.61
33.8,53139,42.69,-88.12
35.7,54519,46.1,-89.3
36.5,54149,45.2,-88.5
39,53916,43.5,-88.9
36.6,54469,44.35,-89.88
33.1,54230,44.2,-87.9
36.4,54648,43.8,-90.6
36.3,53951,43.4,-89.9
32.8,53061,43.95,-88.14
32.5,54403,45,-89.5
30.2,53051,43.15,-88.13
39,53032,43.44,-88.65
29.8,54246,45.36,-86.88
35.2,53926,43.67,-89.22
32,53142,42.54,-87.93
37.1,53530,42.7,-90.1
34.9,53569,43,-90.4
36,53195,42.6,-88.5
32.9,53571,43.279,-89.358
39.1,54103,45.6,-88.5
35.7,53565,42.8,-90.1
32.5,53597,43.2,-89.5
34.1,54562,45.8,-89.1
36.6,54430,45.14,-88.88
36.9,53580,42.86,-90.37
34.3,54301,44.48,-88.02
35.1,54728,45.3,-91.6
33.5,54217,44.6,-87.7
38.6,54731,45.4,-91.1
38.8,54556,45.5,-90.3
33.7,53554,42.9,-90.43
39.2,53050,43.5,-88.6
36.7,54114,45.2,-88
35.6,54622,44.3,-91.7
36.7,54493,44.7,-90.8
28.8,53705,43.07,-89.46
36.4,53713,43.03,-89.39
36.9,54499,44.8,-89.2
36.8,53943,43.4,-90
35,54736,44.6,-91.9
32.7,54115,44.4,-88.1
34.9,54026,45.23,-92.53
39.9,54566,45.4,-88.6
36.8,54006,45.58,-92.65
33.9,53589,42.9,-89.2
33.9,53563,42.8,-88.9
35.1,53507,43,-89.9
36.5,53553,42.91,-90.31
33.7,54201,44.6,-87.5
34.7,54028,44.9,-92.3
39,53934,43.9,-89.8
28.3,53045,43.06,-88.16
39.3,53952,43.8,-89.6
29.6,54701,44.7,-91.5
45.1,54150,44.99,-88.83
35.9,54170,44.5,-88.6
38.5,53035,43.39,-88.55
33.7,53523,43,-89
37.1,53585,42.54,-88.73
36.7,54558,45.9,-89.5
33.9,54732,45.1,-91.2
39.2,53039,43.4,-88.7
38.2,54513,45.6,-90.1
38.6,53948,43.8,-90
34.5,53094,43.2,-88.7
36.8,53961,43.45,-89.94
39.6,53950,43.9,-90.1
34,54002,45,-92.4
34.8,54141,44.8,-88
36.9,53073,43.8,-88
32.5,54406,44.41,-89.32
30.4,53104,42.55,-88.02
32.9,54742,44.8,-91.3
33.7,54738,44.6,-91.5
36.8,54410,44.5,-90
35.4,53522,42.57,-89.78
34.3,54632,43.57,-91.14
34.6,54565,46.3,-90.4
34.4,54547,46.2,-90.1
37.2,54491,45.3,-88.7
36.9,53083,43.83,-87.79
30.6,54202,45.1,-87.1
37.5,54524,45.8,-90.4
35.4,54536,46.3,-90.4
32.7,53808,42.63,-90.6
30.6,54209,45.01,-87.27
36,54741,44.6,-91
33.6,54471,44.93,-89.42
36.4,54540,46.2,-89.4
36.2,53959,43.5,-90
33.7,54739,44.8,-91.7
30.6,54482,44.5,-89.5
33.3,54311,44.5,-87.9
35.1,53090,43.5,-88.2
30.9,53129,42.94,-88
36.5,54151,45.7,-88
30.6,53069,43.11,-88.43
36.7,54635,44.4,-91
31.2,53969,43.495,-89.309
44.8,53204,43.02,-87.93
34.5,53520,42.6,-89.4
34.6,53810,42.82,-90.98
35.7,54534,46.4,-90.2
31.6,53092,43.22,-87.95
36.4,54517,46.19,-90.88
34,54204,44.76,-87.63
34.7,53027,43.3,-88.4
36.1,53913,43.5,-89.7
33.1,53017,43.21,-88.25
32.6,53711,43.02,-89.41
34.1,53594,43.2,-89
37.1,54166,44.8,-88.7
34.8,54405,45,-90.3
35.1,53065,43.68,-88.57
33.6,53036,43.17,-88.58
31.1,53170,42.55,-88.16
36.4,53402,42.79,-87.83
32.5,54220,44.1,-87.7
34.2,53806,42.7,-90.9
34.3,54113,44.26,-88.31
34,54548,45.9,-89.8
37.3,54302,44.52,-87.97
35.4,54013,45.1,-92.2
39.6,54520,45.5,-88.9
32.3,53103,42.88,-88.22
33.2,53057,43.79,-88.26
35.1,54456,44.6,-90.6
36,54427,44.8,-89.3
36.8,54521,45.9,-89.2
39,53910,43.9,-89.8
31.9,53168,42.58,-88.14
36.2,54628,43.4,-91.1
34.2,53531,43.1,-89.1
29.8,53703,43.08,-89.38
37.1,54161,45.1,-88.1
32.3,53188,43.03,-88.29
35.6,54422,45,-90.4
32.7,53529,43.2,-89.5
32.8,53227,42.99,-88.04
32.7,53802,42.7,-90.9
27.8,53702,43.07,-89.38
33,53807,42.6,-90.5
34.9,53406,42.73,-87.87
35.9,53947,43.74,-89.14
41.7,53933,43.56,-88.88
33.2,53716,43.07,-89.31
36.7,54111,44.8,-88.4
31.8,54443,44.6,-89.8
36.4,53556,43.2,-90.2
34.3,53235,42.97,-87.87
32.5,53551,43.1,-88.9
36.6,54418,45.2,-89
34.3,53040,43.5,-88.2
34.6,54451,45.2,-90.4
31.7,54423,44.6,-89.4
36,54441,44.64,-90.11
32.3,53042,44,-88
34.8,53019,43.7,-88.31
34.8,53021,43.5,-88
36.6,53599,42.649,-89.862
36.4,53964,43.9,-89.5
34.4,53121,42.7,-88.5
36.7,54004,45.3,-92.1
35.7,54153,44.9,-87.9
35.5,53581,43.4,-90.4
36.7,54155,44.52,-88.19
38.5,53059,43.29,-88.53
35,53214,43.02,-88.01
38.2,54495,44.4,-90
47.4,53216,43.09,-87.98
27.9,53211,43.07,-87.89
31.2,53146,42.97,-88.16
30.4,54467,44.4,-89.5
33.9,54014,44.7,-92.6
35.1,53184,42.54,-88.59
35.4,54435,45.3,-89.4
28.4,54601,43.8,-91.2
33.7,54658,43.6,-91.2
35.7,53533,43,-90.1
28.1,54650,43.9,-91.3
31.2,53593,43,-89.6
30.6,54653,43.8,-90.9
35.7,54630,44.1,-91.3
36.2,54625,44.13,-91.52
33.7,54130,44.3,-88.2
34.2,53110,42.95,-87.87
35.8,53946,43.7,-89.1
33.1,54245,44.02,-87.91
36.5,54462,45.41,-89.01
34.5,54123,44.211,-88.156
36.1,54554,46.1,-89.1
37,54639,43.6,-90.6
38.5,54613,44.1,-89.9
34.8,54162,44.7,-88.3
37.8,53586,42.6,-90.2
31.2,53186,43.03,-88.21
31.8,53190,42.8,-88.7
34.5,53140,42.62,-87.83
36.2,53177,42.7,-88
35.2,53801,42.9,-91.1
34.7,54665,43.5,-90.9
33.4,53076,43.27,-88.21
38.9,54646,44.1,-90.1
32.9,53022,43.24,-88.12
33.9,53515,43.12,-89.75
46.5,54135,45,-88.7
34.9,54446,44.8,-90.5
33,53179,42.52,-88.13
38.9,54102,45.5,-88
38,54612,44.2,-91.5
36.8,53548,42.7,-89.1
35,53817,42.94,-90.973
34.3,53147,42.6,-88.4
34.3,54440,44.8,-89.4
29.2,53717,43.07,-89.52
37,54494,44.3,-89.7
37.3,53929,43.8,-90.3
33.5,53521,42.8,-89.4
35.9,53576,42.6,-89.2
31.5,54458,44.5,-89.3
36.2,54409,45.1,-89.2
38.4,54156,45.6,-87.9
35.9,54638,43.8,-90.4
37.1,54634,43.6,-90.4
36.5,53504,42.7,-89.9
36.2,53561,43.4,-89.6
35.5,54101,44.8,-88.1
36,54629,44.2,-91.7
34.8,54722,44.7,-91.1
38.2,54413,44.3,-90.2
28.2,54234,45.19,-87.11
32.3,54455,44.8,-89.7
35.1,54487,45.5,-89.7
33.5,54241,44.2,-87.6
34.3,53538,42.8,-88.9
36.3,54447,45.09,-90.74
30.4,53072,43.1,-88.3
31.9,54474,44.88,-89.63
30.8,53029,43.1,-88.3
34.8,54721,44.6,-92.1
38,54177,45.4,-87.9
33.2,54729,44.9,-91.4
36,54531,45.7,-89.8
34.3,54140,44.29,-88.31
38.1,54526,45.5,-90.9
35.2,53505,42.66,-88.82
35.7,54670,43.84,-90.48
35.3,53156,42.9,-88.6
36.2,53937,43.4,-90.2
34.3,53037,43.32,-88.15
35.8,53953,43.762,-89.461
38.4,54104,45.4,-88.3
41.8,53403,42.69,-87.83
35.4,53544,42.88,-89.92
38.2,54559,46.5,-90.5
34.1,53536,42.8,-89.3
32.3,54207,44.081,-87.981
35.7,54659,44.3,-91.1
31,53018,43.05,-88.39
37.3,54466,44.4,-90.3
34,53931,43.74,-88.87
34.4,54023,44.98,-92.55
36,53510,42.74,-90.33
36.2,54734,45.1,-92.1
37.9,53956,43.5,-89
35.4,54154,44.9,-88.2
33.6,53502,42.73,-89.44
38.8,53223,43.16,-87.99
36.1,54485,45.39,-89.19
36.2,54652,43.46,-90.76
36.1,53525,42.6,-88.9
31.5,54214,44.2,-87.717
33.2,53181,42.52,-88.24
32,54235,44.8,-87.4
34.5,54411,45.1,-90
35.9,54746,44.54,-90.89
36,54463,45.5,-89.2
34.4,54442,45.4,-89.7
37.1,53506,43.1,-90.3
35.2,53573,43.2,-90.5
33.8,53207,42.97,-87.9
38.3,54486,44.7,-89
34,53825,42.92,-90.58
36,54655,43.4,-90.8
36.3,54560,46,-89.5
33.6,54216,44.4,-87.6
31.8,53149,42.9,-88.3
52.3,53206,43.08,-87.93
34.9,54748,45.1,-91.3
37,54412,44.7,-90
35.3,54666,44.2,-90.4
33.8,53185,42.8,-88.2
34.9,53925,43.3,-89.1
29.7,53818,42.8,-90.5
29.2,54210,45.26,-87.04
45.5,53210,43.07,-87.98
39.1,53511,42.6,-89.1
33.3,54011,44.7,-92.5
30.6,53718,43.1,-89.3
28.6,53706,43.07,-89.41
48.1,53295,43.042,-87.907
41.3,53224,43.16,-88.04
32.3,53811,42.5,-90.5
37.2,53013,43.56,-87.86
34.8,54490,45.3,-90.4
33.6,54205,44.6,-87.6
36.7,53939,43.694,-89.127
34.3,55037,46,-92.8
34,54817,45.7,-91.5
34.9,54871,45.7,-92
34.4,55325,45.1,-94.3
34.1,56044,44.6,-93.9
35.5,56039,43.6,-94.3
33.8,55953,43.5,-93
27.6,55057,44.5,-93.2
33.3,55979,43.9,-92
35,55069,45.7,-93
36,54940,44.2,-88.8
34.1,55951,43.5,-92.5
34,55919,43.6,-91.3
37.9,54872,45.8,-92.4
35.6,55355,45.1,-94.5
34.9,54801,45.9,-91.9
29.2,55901,44.08,-92.51
31.8,56024,44.14,-93.84
36.8,56110,43.6,-96
34.1,56022,44.053,-94.838
38.1,54819,45.5,-91.3
34.9,54750,44.6,-92.3
22,55439,44.87,-93.37
36.5,56014,43.6,-93.8
31.2,55987,44,-91.6
32.2,55055,44.87,-93
33.1,55075,44.88,-93.04
33.1,55310,44.8,-94.9
36.3,55070,45.4,-93.4
25.5,55409,44.93,-93.28
32.2,55712,46.3,-92.5
33.9,55764,47.33,-93.29
36.9,56075,43.75,-94.43
35.4,54873,46.4,-91.7
34.1,55335,44.5,-94.5
40.8,54933,44.665,-88.707
32.1,55803,47.1,-92.1
33.1,55353,45.3,-94.3
34,55056,45.5,-92.9
34.8,54838,46.3,-91.8
39.8,54850,46.8,-90.7
34.1,55981,44.4,-92.1
32,55063,45.8,-92.9
31.1,55071,44.82,-93
36.6,54826,45.5,-92.1
34,55411,45,-93.3
36.3,54923,44,-89
34,55308,45.4,-93.8
33.8,56036,43.6,-93.2
33.9,55945,44.3,-92.1
31.6,55412,45.03,-93.3
24.2,55374,45.18,-93.59
33.4,54911,44.28,-88.37
34.2,55769,47.5,-93.2
34.7,55982,43.82,-92.88
31.5,55088,44.5,-93.4
32.7,55783,46.4,-92.9
34.9,54974,43.78,-88.67
25.8,55443,45.12,-93.33
32.3,55003,45.02,-92.78
36.7,55975,43.7,-92.4
39,54847,46.6,-91.4
34.7,56007,43.7,-93.3
38.7,54844,46.8,-91.2
38.9,54895,45.4,-91.4
24.4,55369,45.13,-93.46
33.3,55957,44.3,-92.3
28.9,55387,44.86,-93.78
36.1,54813,45.7,-92
33.4,56016,43.76,-93.34
33.8,56115,44.2,-95.9
31.8,56020,43.613,-93.53
33.2,55969,44.08,-91.87
30.8,55368,44.7,-93.9
33.6,56090,44,-94.2
32.9,55018,44.4,-93
32.5,56069,44.4,-93.5
35.6,55324,45.1,-94.4
34.3,56081,44,-94.6
35.2,55768,47.5,-92.7
32,55013,45.4,-92.9
34.8,54980,43.9888,-88.7713
36.3,54859,46.1,-91.8
31.9,55614,47.4,-91.3
39.3,54839,46.3,-91.1
32.2,55947,43.8,-91.4
36.5,55432,45.1,-93.26
33.7,55784,47.1,-93.2
36.4,54853,45.6,-92.4
29.1,56074,44.3,-94.2
29.6,55906,44.1,-92.4
33.7,56032,43.766,-93.566
36,54870,45.7,-91.8
36.8,56117,43.54,-95.67
29.3,55123,44.8,-93.14
34,55786,47.32,-93.37
29.6,55378,44.76,-93.37
33.3,54841,45.608,-91.778
34,55943,43.8,-91.6
36.2,55312,44.7,-94.3
36.2,55433,45.16,-93.32
33.6,55974,43.6,-91.6
28.7,55054,44.57,-93.35
34.3,55107,44.93,-93.09
36.3,54773,44.4,-91.3
28.3,55902,43.96,-92.52
31.6,55339,44.73,-93.96
38.9,54977,44.46,-89.17
32.3,56083,44.2,-95.1
30.2,55044,44.6,-93.3
26.6,55425,44.84,-93.23
25.4,55108,44.98,-93.18
36.7,55802,46.75,-92.07
32.9,56010,43.9,-94.2
31.2,55388,44.96,-93.84
31.8,55065,44.54,-93.02
30.7,55128,44.99,-92.96
32.7,56029,43.5,-93.5
34,54909,44.3,-89.4
35.6,55924,44,-93
40,56093,44.1,-93.5
37.6,56047,43.71,-94.21
39.3,54985,44.05,-88.49
34.6,55092,45.3,-93.1
36.2,54824,45.48,-92.55
35.7,55079,45.4,-93
34.4,55775,47.3,-93.2
34,54843,46,-91.3
34,55779,46.9,-92.4
34.4,55307,44.6,-94.1
33,55780,46.7,-92.7
23.7,55346,44.88,-93.48
30.5,56071,44.5,-93.6
32.1,55720,46.7,-92.5
35.3,54762,45.3,-92
31.1,55043,44.94,-92.77
35.3,55381,44.93,-94.19
24.7,55417,44.9,-93.23
33.3,54921,44.3,-89.6
36.4,54840,45.8,-92.7
34.1,55748,47,-93.6
31.3,55031,44.6,-93
35.6,54755,44.6,-91.7
34.7,55752,46.9,-93.3
32.3,55117,45,-93.1
32.7,55749,46.5,-92.4
32.9,55106,44.94,-93.05
35.6,54928,44.74,-88.89
33,55742,47.2,-93.1
30.8,55811,46.8,-92.2
34.6,54857,45.5924,-91.6036
38.8,54832,46.3,-91.3
26,55420,44.83,-93.27
22.6,55424,44.91,-93.34
32.3,55613,47.6,-90.9
36.9,54830,46.1,-92.3
33.6,54880,46.6,-92.1
33.8,55329,45.3,-94.6
33.9,54934,44,-89
34.1,56043,43.65,-93.23
36.7,55806,46.77,-92.13
32,55404,44.96,-93.26
32.5,56060,43.94,-94.43
36.5,55962,43.8,-91.8
33,54947,44.2,-88.7
35.2,55398,45.5,-93.6
36.2,54810,45.5,-92.4
38.4,54982,44.1,-89.3
34.9,55014,45.19,-93.13
30.3,56001,44.1,-94
25.2,55408,44.94,-93.29
32.8,55972,44,-92.1
22.7,55438,44.82,-93.38
35.2,54888,46,-91.9
27.5,56082,44.3,-94
31.6,54751,44.8,-91.9
29.4,55373,45.1,-93.72
35.4,54932,43.83,-88.62
35,55746,47.4,-93
30,55068,44.7,-93.1
29.7,55328,45,-93.8
34.3,55805,46.8,-92.09
31.2,55036,45.87,-93.119
36,54867,45.79,-91.24
34.1,55338,44.7,-94
38.3,56091,43.92,-93.69
33.5,55977,43.57,-92.64
33.3,55332,44.5,-94.7
34.3,56087,44.2,-95
28,55113,45.01,-93.16
35.3,55602,47.4,-91.9
36.6,56048,44.1,-93.7
25.3,55316,45.18,-93.38
34.3,54849,46.5,-91.7
30.9,55102,44.93,-93.12
38.1,54922,44.5,-88.8
34.2,55787,46.7,-93.1
33.8,55952,43.9,-91.8
33.9,55342,44.7,-94.7
34.4,55967,43.78,-92.53
31.6,55320,45.4,-94.1
32.4,55601,47.258,-91.3
34.9,54868,45.5,-91.7
37.6,55049,44.2,-93.2
31,55934,44,-92.3
34.7,55006,45.7,-93.2
33.1,55607,47.8,-91.4
37,56098,43.8,-94.2
32.4,55944,44,-92.7
31.7,55053,44.3,-93
24.9,55357,45.1,-93.66
37.3,55336,44.8,-94.2
33.7,54964,43.9,-88.7
33.3,55713,47.486,-92.778
34,56078,44.01,-93.76
36.7,54984,44.2,-89.2
35.9,54855,46.4,-90.8
38.2,54948,44.77,-88.89
38.7,54865,46.8,-91.4
35,56122,43.9,-95.95
25,55427,45,-93.38
34.6,54876,45.8,-91.5
35.2,55734,47.4,-92.5
36.9,55949,43.7,-91.9
33.3,55722,47.29,-93.43
34.9,54979,43.87,-88.54
29.2,55001,44.91,-92.82
36.6,54768,44.9,-90.9
31.5,55033,44.7,-92.9
39.1,54970,44.1,-89.1
32.2,55744,47.2,-93.5
36.1,54846,46.4,-90.7
32.2,55119,44.94,-93.01
36.3,56025,43.8,-93.9
39.5,54828,45.8,-91.3
34.3,55973,43.8,-92.75
23.7,55431,44.83,-93.31
33.8,55968,44.41,-92.15
34.2,55026,44.52,-92.34
33.6,55767,46.5,-92.8
31,55390,45.1,-94
29.2,55376,45.2,-93.7
34.6,55933,43.64,-92.69
36.3,55725,48.2,-92.3
32.3,55615,47.7,-90.8
33.9,55716,47.32,-93.27
33.6,54854,46.6,-91.7
36,55961,43.62,-92.47
31.9,55963,44.2,-92.7
34.9,55080,45.7,-93.2
28.5,55429,45.07,-93.34
39.1,54950,44.7,-88.9
34.1,55926,43.7,-92.7
34.2,54941,43.86,-88.99
33.8,55330,45.3,-93.6
35.9,55808,46.68,-92.24
36.1,56097,43.7,-93.7
24.4,55419,44.91,-93.29
32.2,55337,44.77,-93.28
31.8,55352,44.7,-93.6
24.1,55403,44.97,-93.29
36.4,54891,46.7,-91.1
30.8,55929,44,-92.1
35.6,54835,45.7,-91.2
32.1,56057,44.4,-93.7
42.3,54814,46.9,-90.9
32.2,55603,47.6,-91.3
26.2,55406,44.94,-93.22
31.3,55052,44.24,-93.44
30.9,55104,44.96,-93.17
35.8,55605,47.9,-89.7
39.1,54929,44.6,-88.7
34.5,55389,45.3,-94.5
37.2,55771,48.3,-93
31.6,56055,44.1,-94.2
36.6,55007,46,-93.1
22.4,55344,44.86,-93.44
22.1,55436,44.9,-93.38
33.8,54952,44.2,-88.3
32,56120,44,-94.8
37.3,54965,44.2,-89
36.7,56023,43.8,-94
34.2,55918,43.74,-92.84
33,54761,44.6,-92.2
37.6,54981,44.3,-89.1
35.2,54758,44.5,-91.2
19.2,55455,44.97,-93.23
35.3,55319,45.5,-94
34.3,56088,43.8,-94.5
28.2,55301,45.24,-93.67
32.4,56037,44,-94
33.1,56062,44.1,-94.4
27.4,55428,45.06,-93.38
22.2,55416,44.95,-93.34
32.5,55909,43.57,-92.74
34.6,55753,47.41,-93.09
30,55960,44.13,-92.54
26.2,55402,44.976,-93.272
34.9,55971,43.8,-91.8
34.2,56042,43.8,-93.5
29.2,56021,44.27,-94.31
37.6,55702,47,-92.7
37.8,54961,44.4,-88.8
30.6,55124,44.73,-93.21
35.2,55032,45.6,-93
30.4,55302,45.3,-94.1
35.5,56114,44,-95.6
31,55362,45.3,-93.8
22.9,55401,44.99,-93.27
33.4,55334,44.5,-94.2
35.6,55738,47.3,-92.7
33.2,54971,43.9,-88.8
34.7,55708,47.56,-92.33
25.6,55105,44.93,-93.16
38.1,55922,43.57,-91.9
35.5,54769,44.51,-92.23
35.7,54858,45.52,-92.46
34.8,54896,45.8,-90.9
28.8,55112,45.08,-93.19
37.4,54893,45.9,-92.3
24.9,55444,45.12,-93.3
33,55983,44.3,-92.8
36.8,55917,43.9,-93.1
34.4,55723,47.8,-92.9
33.2,56052,44.3,-93.6
24.6,55364,44.93,-93.68
39.3,54827,46.8,-91.1
36.9,54821,46.2,-91.2
33.2,54864,46.6,-91.8
33.7,54902,44,-88.5
30.1,55047,45.2,-92.82
34.8,55089,44.6,-92.7
21.6,55414,44.98,-93.23
23.5,55437,44.82,-93.35
30.3,55122,44.81,-93.2
30.2,55109,45.02,-93.03
34.4,55084,45.5,-92.7
34.1,55735,46.2,-93
31.7,56096,44.2,-93.6
29.2,56054,44.4,-94.4
31,55718,46.7,-92.4
31.7,56101,43.9,-95.1
33,55985,44.2,-92.9
33.8,55074,45.4,-92.7
35,54820,46.6,-91.6
28.3,55114,44.97,-93.2
25.1,55422,45.01,-93.34
37.1,56027,43.5,-94.1
28.7,55407,44.94,-93.25
32.3,55940,43.9,-92.8
28.8,55150,44.887,-93.163
24.6,55356,45,-93.59
33.3,56113,44.41,-96.15
33.4,56009,43.7,-93.6
31.8,55118,44.89,-93.11
31.6,55087,44.248,-93.39
22.5,55347,44.83,-93.46
30.7,55024,44.6,-93.1
35.6,55072,46.2,-92.7
33.2,55606,47.9,-90.1
33.3,55704,46.2,-92.7
22.8,55410,44.91,-93.31
35.8,55103,44.97,-93.13
34.8,55350,44.9,-94.4
36.3,54812,45.4,-91.9
34,55366,44.67,-94.19
25.3,55445,45.12,-93.38
32.4,55609,46.95,-91.786
35.1,54771,44.9,-90.8
33.7,55041,44.4,-92.3
35.6,55741,47.4,-92.4
28.5,55127,45.08,-93.09
30.8,55360,44.91,-93.91
30.7,55363,45,-93.9
23.2,55311,45.12,-93.49
30.6,55085,44.67,-92.96
33,55382,45.3,-94.2
23.2,55442,45.05,-93.43
36.6,54837,45.7,-92.4
33,55616,47.3,-91.6
30.1,55379,44.7,-93.5
35.8,54862,45.8,-91.1
33.9,55066,44.5,-92.5
33.9,56116,43.63,-96.36
31.8,55757,46.5,-92.9
33.5,55040,45.5,-93.3
33.4,55950,43.7,-93
34.8,55807,46.73,-92.17
31.4,55976,43.9,-92.5
37.5,55939,43.6,-92.1
34,55751,47.4,-92.7
37.1,55705,47.5,-92.2
34.4,56089,43.56,-93.45
34.2,55956,44.3,-92.5
36.6,55421,45.05,-93.25
37.4,55965,43.6,-92.1
33.5,55709,47.4,-93.4
35.9,56119,43.7,-95.5
33.7,55371,45.6,-93.6
36,54875,46,-91.7
36.1,54889,45.4,-92.2
21.5,55446,45.04,-93.49
24.1,55441,45.01,-93.43
38.4,54983,44.3,-88.9
29.1,55812,46.81,-92.07
36.9,54960,43.9,-89.2
33,56058,44.4,-93.9
30.3,55090,45.054,-92.957
28.9,55317,44.86,-93.55
35.7,55385,44.8,-94.5
32.5,55925,43.9,-91.5
34.6,55964,44.1,-92.1
34,55970,43.6,-92.8
34.7,55706,47.7,-91.9
37,54766,45.3,-90.8
34.7,54822,45.4,-91.7
34,55333,44.6,-94.9
35.9,54756,44.5,-91.9
29.7,55115,45.07,-92.95
33.8,55130,44.97,-93.09
30.5,55121,44.84,-93.17
33.7,55992,44.3,-92.7
35,55954,43.6,-91.8
31.9,55025,45.3,-93
35.7,54770,44.6,-91.4
31.6,55397,44.82,-93.93
35.2,56041,44.2,-94.5
35.3,55765,47.1,-92.7
33,54901,44.07,-88.52
32.8,54931,44.3,-88.6
35.7,55011,45.3,-93.2
36.2,55719,47.6,-92.9
30.6,55313,45.2,-93.8
30.8,55349,45.1,-94.1
36.2,55736,47,-92.9
34.8,55395,44.95,-94.07
32.4,55955,44.09,-92.74
43.2,54861,46.608,-90.69
33.9,54874,46.5,-91.9
33.3,55810,46.8,-92.3
34.4,55782,47.817,-92.241
24.9,55331,44.9,-93.6
39.1,54930,44,-89.5
37.2,56033,43.56,-93.94
36,54754,44.4,-90.8
32.5,55721,47.2,-93.7
25.6,55418,45.02,-93.24
33.6,56123,44.1,-95.6
33.1,55959,44.1,-91.8
28.6,55733,46.72,-92.36
25.3,54946,44.336,-89.145
23.3,55426,44.96,-93.38
33.3,55045,45.4,-92.8
34.6,55750,47.5,-92.1
36.2,55005,45.39,-93.2
34.9,55309,45.4,-93.7
28,55126,45.08,-93.14
29.6,55315,44.72,-93.68
29.6,55016,44.82,-92.93
25.3,55359,45,-93.7
36,55303,45.3,-93.4
32.9,55795,46.3,-92.8
33,55009,44.5,-92.9
35.4,54805,45.4,-92.03
40.8,55772,48.1,-93.2
35.6,55792,47.6,-92.5
36.4,54806,46.8,-90.9
34.9,54757,45.2,-91.5
29.6,55920,44,-92.6
34.6,54759,44.5,-92.1
35.8,55935,43.8,-92.1
29.7,55386,44.86,-93.66
23.5,55447,45.01,-93.49
33.1,55946,44.3,-93
33.4,55449,45.17,-93.19
33.6,55941,43.72,-91.37
28.1,55129,44.91,-92.92
33.2,55008,45.6,-93.3
38.3,54845,45.81,-92.14
34.6,56118,43.9,-95
36.6,54968,43.8,-89.1
34.7,55912,43.7,-93
34.8,55017,45.66,-93.43
34.4,55396,44.5,-94.4
39.2,54943,44.1,-89.6
35.7,55785,47,-93.7
