OBESITY_zip,LocationName,lat,lng
29,12060,42.4,-73.5
31.2,12022,42.67,-73.33
29,12486,41.83,-74.07
29.8,12834,43.1,-73.5
34.5,12507,42,-73.93
33.9,12836,43.74,-73.55
33.9,12068,42.9,-74.4
31.3,12723,41.78,-75.03
33.5,12546,42,-73.5
35.9,12918,44.7,-73.7
33.2,13092,42.7,-76.4
36.6,13044,43.3,-76
32.7,12750,41.74,-74.95
39.7,13144,43.57,-75.98
33.7,12042,42.39,-73.9
30.7,12164,43.5,-74.37
44.2,12307,42.8,-73.94
28.6,12526,42.13,-73.86
30.8,12781,41.6,-74.5
33.1,12167,42.4,-74.6
28.6,13078,42.97,-76.06
32.5,12578,41.8,-73.8
33.1,12749,41.688,-74.832
29.7,13045,42.6,-76.2
28.3,12061,42.59,-73.7
30.8,12942,44.2,-73.8
31.8,12086,43.01,-74.07
27.4,13138,42.9,-76.014
30.8,12433,42,-74.16
38.3,13325,43.6,-75.5
32.2,12833,43.14,-73.85
26.7,13053,42.48,-76.27
32.9,12176,42.39,-73.97
33.2,12431,42.36,-74.02
34.9,12501,41.86,-73.57
34.2,12527,41.53,-73.9
34,12405,42.32,-74.1
37.1,12592,41.8,-73.56
38.3,12779,41.7,-74.63
32.5,12956,44.09,-73.51
28.8,12456,42.03,-74
34,12306,42.8,-74.04
32.8,12452,42.24,-74.362
38.9,12930,44.74,-74.54
30.9,12964,44.12,-73.64
30.4,12936,44.27,-73.4
38.7,12955,44.78,-73.95
33.9,12051,42.35,-73.85
32.3,12070,42.99,-74.25
31.9,12028,42.94,-73.44
32,12732,41.55,-74.87
30.8,13027,43.2,-76.4
30.1,12741,41.84,-75.07
34.2,12822,43.3,-73.9
32.9,12483,41.7,-74.5
33.1,12824,43.53,-73.71
29.6,12063,42.56,-73.64
29.6,13031,43.05,-76.3
20.1,12504,42,-73.92
32.2,12083,42.43,-74.04
29.9,12466,41.91,-73.98
31.1,12603,41.67,-73.86
30,12195,42.4,-73.5
36.3,12939,44.42,-74.19
33.3,12150,42.87,-74.05
37.2,12979,44.98,-73.38
30,12173,42.4,-73.8
33.9,12137,42.86,-74.12
35.1,13111,43.26,-76.62
41.8,13202,43.04,-76.15
32.9,12435,41.73,-74.53
31.5,12790,41.6,-74.5
29.8,12498,42.05,-74.11
30.6,12531,41.53,-73.67
32.3,12492,42.18,-74.34
31.8,12865,43.2,-73.3
35,13163,43.081,-75.711
34,13140,43.1,-76.7
32.5,12844,43.49,-73.63
34.5,13134,42.93,-75.67
33.5,12482,42.27,-73.96
31.8,12871,43.1,-73.6
32.1,12804,43.4,-73.7
32.4,12884,43.0882,-73.5938
30,12975,44.526,-73.409
30.9,12185,42.9,-73.5
29,13152,42.9,-76.4
35.2,13115,43.402,-76.481
26.8,13323,43.04,-75.39
32.3,12838,43.34,-73.4
29.9,12513,42.22,-73.71
30.4,12487,41.86,-74
35.4,12175,42.54,-74.55
33.1,12470,42.27,-74
31,12180,42.7,-73.6
30.9,12823,43.17,-73.41
35.5,13136,42.59,-75.84
27.6,13326,42.7,-74.9
34.4,12308,42.82,-73.92
30.5,12521,42.18,-73.65
36.5,12754,41.8,-74.73
34.3,13206,43.07,-76.11
28.3,12161,42.54,-73.84
38.2,13083,43.6,-76
34.1,13157,43.2028,-75.7276
32.2,12590,41.6,-73.9
36.1,12076,42.4,-74.4
29.2,12029,42.4,-73.43
39.6,12957,44.84,-74.57
32.2,12168,42.56,-73.38
37.1,13028,43.3,-75.9
33,12770,41.45,-74.86
38.1,12935,44.9,-73.8
32.7,12887,43.6,-73.4
39.6,12953,44.7,-74.3
29.1,12449,42,-73.99
30.9,12538,41.79,-73.89
30.1,12151,42.93,-73.78
35.5,12422,42.39,-74.2
38.5,13167,43.3,-76
30,12493,41.797,-73.961
33.2,12015,42.29,-73.83
31.3,12517,42.12,-73.51
30,12515,41.69,-74.06
34.9,13156,43.34,-76.67
28.7,12409,42.05,-74.18
30.1,12461,41.91,-74.27
34.1,12035,42.73,-74.38
30.7,12993,44.2,-73.5
33.4,12874,43.68,-73.56
33.9,13021,42.9,-76.6
34.8,12878,43.4,-74
34.7,12157,42.7,-74.3
29.3,12065,42.85,-73.79
29.7,12997,44.4,-73.8
36.4,12958,44.96,-73.59
38.9,12926,44.95,-74.32
36.5,12922,44.3,-74.7
29.1,12037,42.33,-73.55
32.3,12814,43.6,-73.6
32.8,13054,43.16,-75.67
36,12972,44.6,-73.6
31,12094,42.9,-73.5
34.3,13211,43.11,-76.13
30.3,12583,42.06,-73.87
30.8,12410,42.1,-74.5
32.8,12444,42.26,-74.28
25.6,13062,42.486,-76.386
32.4,12769,41.6,-74.5
34.6,12967,44.8,-74.7
30,13088,43.11,-76.2
32.9,12850,43.1,-74
30.8,12516,42.1,-73.56
36.7,12989,44.5,-74.1
35.8,13203,43.06,-76.14
31.4,12023,42.6,-74.2
37.3,12978,44.62,-73.8
31.7,12574,41.93,-73.87
35.4,12414,42.2,-73.9
30.7,12404,41.8,-74.2
32.5,12861,43.75,-73.42
34.8,12983,44.4,-74.3
32.6,12406,42.1,-74.5
29.3,13102,42.551,-76.291
31.3,12543,41.49,-74.22
32.6,13162,43.1911,-75.7297
30.1,13020,42.8,-76.1
33.2,12303,42.75,-73.92
29.9,13219,43.05,-76.22
32.9,13316,43.4,-75.8
34.5,13123,43.23,-75.749
28.6,12017,42.32,-73.46
33.1,12859,43.18,-73.92
36.7,12986,44.3,-74.4
30.1,13148,42.9,-76.8
31.6,12855,44,-73.8
35.2,12194,42.53,-74.46
35.7,12924,44.47,-73.6
29.3,12309,42.79,-73.85
34.2,12821,43.46,-73.4
32.6,12169,42.59,-73.45
37.2,13207,43.01,-76.17
39.2,13074,43.3,-76.5
31.2,12047,42.79,-73.72
31.4,12748,41.78,-74.91
30.6,13090,43.15,-76.21
29.9,12123,42.53,-73.59
31.3,12153,42.65,-73.47
30.7,12189,42.73,-73.72
27.3,12054,42.61,-73.87
30.4,12411,41.88,-74.04
35.8,13208,43.07,-76.15
28.9,12174,42.39,-73.7
32.2,12416,42.1,-74.3
36.2,12210,42.66,-73.76
31.6,12827,43.4,-73.5
32.8,12569,41.73,-73.8
34.2,12427,42.15,-74.13
30.9,12883,43.9,-73.5
29.7,14624,43.13,-77.74
26.4,14221,42.99,-78.73
30.5,14756,42.197,-79.424
30.8,14507,42.7,-77.3
31.9,13752,42.2,-74.9
35.3,13654,44.6,-75.5
36,13678,44.8,-74.9
31.8,14136,42.53,-79.17
32.7,14028,43.31,-78.72
30.7,13790,42.16,-76
32.5,14715,42.1,-78.2
31,14722,42.209,-79.468
29.7,13348,42.7,-75.1
32.5,14416,43.1,-78
35.6,14609,43.18,-77.56
33.7,13471,43.4,-75.6
33.5,14060,42.43,-78.31
30.9,13354,43.3,-75.3
32.5,14589,43.24,-77.17
33.1,14782,42.3,-79.3
31.1,14872,42.24,-76.87
18.3,14778,42.078,-78.477
35.4,13365,43.1,-74.9
34.8,13329,43.1,-74.7
28.5,14222,42.92,-78.88
32.3,14770,42.06,-78.3
34.1,14747,42.15,-79.09
32.5,13750,42.48,-74.83
34.5,13780,42.41,-75.47
30.9,13865,42.1,-75.6
33.1,13774,41.98,-75.17
33.5,14711,42.33,-78.14
32,14143,42.98,-78.08
32.2,14462,42.68,-77.75
32.8,14525,42.9,-78
30.2,14845,42.2,-76.8
38.2,13473,43.65,-75.44
31.4,14033,42.66,-78.69
34.3,13613,44.9,-74.7
32.1,14561,42.8,-77.1
30.2,14057,42.64,-78.88
34.1,13416,43.19,-74.96
40,13437,43.6,-75.8
26.9,14742,42.118,-79.31
32.8,13754,42.1,-75.4
32.4,13775,42.3,-75.2
38.1,13404,43.735,-75.471
29.7,14150,42.99,-78.88
31.2,13603,44.04,-75.81
32.4,13863,42.45,-75.91
33.3,14807,42.4,-77.7
32.1,14707,42.082,-78.068
35,14091,42.5,-78.9
39,13493,43.4,-75.9
33.2,14530,42.7,-78
33.3,14743,42.2,-78.4
31.3,13795,42.06,-75.79
34.5,14541,42.76,-76.84
33.9,13651,43.86,-76.2
31.4,14225,42.93,-78.75
36.8,13664,44.59,-75.64
31.7,14738,42.1,-79
38.5,13433,43.6,-75.3
33.3,14755,42.2,-78.8
31,13425,42.96,-75.48
36.3,13665,44.1,-75.5
32.1,13486,43.34,-75.35
29,14075,42.7,-78.8
34.3,14719,42.3,-78.9
17.3,14109,43.138,-79.038
33.3,13601,44,-75.9
30.7,13362,42.96,-75.49
33.2,14772,42.2,-78.9
33.5,14878,42.45,-76.95
33.8,14777,42.39,-78.25
31.5,14731,42.3,-78.7
29,14072,43.01,-78.96
32.7,14861,42.1,-76.7
36.1,14839,42.1,-77.6
36.3,14013,43.08,-78.4
23.1,14850,42.4,-76.5
34.6,14529,42.538,-77.631
33.9,13674,43.736,-76.06
42.6,13655,44.98,-74.65
35.1,13454,43.18,-74.75
33.2,13751,42.46,-74.88
30.8,14424,42.8,-77.3
29.7,13417,43.1,-75.29
33,14708,42.01,-78.05
32,14214,42.94,-78.84
28.4,14543,42.99,-77.68
31.9,13439,42.9,-75
34.9,14843,42.3,-77.6
37,14592,42.84,-77.89
32.5,14803,42.25,-77.8
30,13469,43.22,-75.3
33.7,13838,42.29,-75.39
27.3,13753,42.3,-74.9
31.8,14545,42.667,-77.711
32.3,14098,43.32,-78.38
35.3,13420,43.9,-75
34.5,14701,42.1,-79.3
18.6,13902,42.16,-75.88
33.2,14737,42.3,-78.4
31.1,13748,42.05,-75.81
33.8,13809,42.4,-75.4
31.8,13353,43.372,-74.747
32.7,14039,42.84,-78.17
35.7,14855,42.15,-77.51
33.9,13733,42.3,-75.5
41,14208,42.91,-78.85
31.3,13810,42.6,-75.11
32.6,14560,42.7,-77.6
32,14760,42.1,-78.4
31.1,14112,42.698,-78.945
32.9,13756,42,-75.1
32.7,14880,42.2,-78
35.2,13844,42.6,-75.7
32.8,14788,42.1,-78.4
29.3,13492,43.12,-75.32
41.1,14613,43.18,-77.64
33.3,14865,42.35,-76.84
30.9,14816,42.19,-76.73
34.4,13660,44.8,-75.1
35.4,13801,42.5,-75.8
37.1,13403,43.17,-75.27
34,13786,42.45,-74.71
26.3,14534,43.06,-77.53
30.1,13424,43.15,-75.36
33.3,14536,42.54,-78.08
30.9,13862,42.3,-75.9
34.2,14537,43.038,-77.151
26.9,14051,43.04,-78.7
33.3,14840,42.5,-77.2
32.8,14471,42.8,-77.5
33.5,13340,43,-75.1
29.4,13732,42.05,-76.17
29.3,14102,42.84,-78.56
33.2,14173,42.532,-78.476
33.9,13502,43.2,-75.2
34.1,13418,42.84,-75.38
34,13691,44.2,-75.8
34.6,13332,42.8,-75.6
33.5,14513,43.1,-77.1
33.7,13830,42.4,-75.6
31.3,13808,42.52,-75.26
32.2,13606,43.87,-76
30.2,14502,43.1,-77.3
31.4,14585,42.905,-77.553
30.9,13450,42.71,-74.81
35.3,13410,42.92,-74.54
32.9,14202,42.89,-78.89
38.5,14207,42.94,-78.9
32.3,14423,42.9,-77.8
34.8,13409,42.98,-75.59
32.6,13478,43.15,-75.59
28.5,14026,42.94,-78.69
36.2,13614,44.54,-75.69
32.8,14812,42.3,-77
32.1,14569,42.7,-78.2
32.1,14135,42.4849,-79.237
29.9,14827,42.181,-77.14
33.1,13625,44.5,-74.9
33,14130,42.6,-78.2
40.2,14614,43.156,-77.615
33.4,13361,42.9,-74.9
33.5,13656,44.2,-76
33.1,13783,42,-75.3
32.8,14754,42.03,-78.2
30.2,14139,42.71,-78.54
32.4,14735,42.5,-78.1
31.2,14220,42.85,-78.82
30.9,13480,42.9,-75.4
42.7,14215,42.93,-78.81
16.8,14853,42.45,-76.48
35.2,13331,43.9,-74.9
29.2,14085,42.71,-78.93
34.3,13470,43.2,-74.7
35.3,13690,44.1,-75.1
27.8,14506,43,-77.5
32.6,13757,42.4,-74.9
26.7,14817,42.37,-76.35
33.6,14024,42.6,-78.2
29.1,14564,42.98,-77.42
34.6,13694,44.85,-75.17
34.9,13464,42.67,-75.63
32.2,13734,42.08,-76.41
33.8,14036,42.97,-78.39
31.3,14864,42.28,-76.84
30.5,14740,42.22,-79.18
31.5,14030,42.57,-78.5
32.1,14858,42,-77.1
34.1,13815,42.5,-75.6
33.6,14411,43.2,-78.2
33,14818,42.44,-76.81
31.7,14004,42.9,-78.5
30.7,13784,42.4,-76.2
30.9,13436,43.765,-74.63
32,13803,42.5,-76.1
30.3,14546,43.04,-77.78
31.4,14712,42.17,-79.37
33.1,14042,42.5,-78.5
34.5,14728,42.29,-79.41
33.6,14009,42.6,-78.4
37.4,14305,43.11,-79.02
30.2,13468,42.85,-74.86
32.1,13743,42.2,-76.4
30.4,14622,43.22,-77.56
35.8,13667,44.8,-74.9
28.6,14420,43.2,-77.9
29.7,14870,42.2,-77.1
32.1,13746,42.3,-75.8
31.1,14061,42.593,-79.088
31.5,14035,42.49,-78.87
35.3,14129,42.48,-79
33.1,13640,44.33,-75.98
28.7,14814,42.16,-76.95
30.7,14464,43.32,-77.93
32.2,13903,42.05,-75.9
34.3,14846,42.54,-78.01
33.7,13659,43.7,-75.9
33.5,13440,43.2,-75.5
32.9,13628,44.038,-75.683
29.7,13461,43.07,-75.6
35.7,14885,42.05,-77.56
34.6,14209,42.92,-78.87
31.2,13477,43.03,-75.52
30.2,14485,42.88,-77.6
26.1,13820,42.5,-75.1
32.6,14709,42.3,-78
33.9,14475,42.93,-77.5
34.7,13662,44.9,-74.9
39.1,13345,43.7,-75.2
28.7,13647,44.607,-74.969
33.7,14504,42.97,-77.23
34,13431,43.2,-75.1
34.7,13832,42.65,-75.66
39.6,14783,42.107,-78.901
34.8,13407,43,-74.9
33.1,14736,42.13,-79.74
36,14213,42.92,-78.89
32.5,14741,42.2,-78.6
32,14729,42.4,-78.74
34.7,13684,44.4,-75
33.2,13658,44.7,-75.3
27.9,14526,43.15,-77.43
30.2,14120,43.07,-78.82
31.7,14094,43.2,-78.7
42.3,14621,43.2,-77.6
30.7,14477,43.33,-78.14
32.3,14425,42.99,-77.32
32.5,14466,42.77,-77.59
33.2,14781,42.2,-79.6
33.8,14723,42.31,-79.14
32.2,13787,42.2,-75.7
34.1,14801,42.1,-77.3
32.2,14427,42.63,-78.05
31.3,13827,42.1,-76.3
45.4,14211,42.91,-78.82
36.6,13630,44.5,-75.3
35,14615,43.21,-77.65
32.4,13618,44.1,-76.3
31.7,14571,43.34,-78.25
33.7,14869,42.37,-76.77
30.2,14174,43.24,-79
31.9,14055,42.55,-78.61
32.4,14134,42.53,-78.51
34.6,13485,42.8,-75.3
32.2,14080,42.64,-78.55
32.1,13605,43.8,-76.1
28.8,14617,43.23,-77.59
27.1,13413,43.06,-75.27
32.5,14825,42.06,-76.61
32.6,14008,43.31,-78.63
35.2,13364,42.81,-75.252
34.4,14138,42.4,-79.1
30.7,13806,42.38,-74.98
37.2,13367,43.8,-75.5
31.5,13607,44.32,-75.93
31.9,14113,42.66,-78.34
31,14822,42.4,-77.8
33.5,13668,44.8,-75
30.2,14047,42.69,-79
34.9,14218,42.83,-78.82
37.6,13633,44.5,-75.48
30.4,14883,42.2,-76.5
33.5,13641,44.277,-76.007
28.2,14607,43.15,-77.59
35.9,13339,42.9,-74.7
27,13337,42.75,-74.99
31,14304,43.1,-78.96
33.8,14859,42.12,-76.53
32.7,13849,42.3,-75.3
31.6,14830,42.1,-77
33.4,14020,43,-78.2
31.3,14172,43.27,-78.83
29.2,14514,43.09,-77.8
32.9,14721,42.02,-78.27
29.8,13456,43,-75.26
29.8,14132,43.15,-78.87
32.3,14733,42.14,-79.18
35,13452,43,-74.6
32.9,14432,43,-77.1
29.6,13637,44.1,-75.8
34.6,13839,42.2,-75.3
34.3,14588,42.7,-76.8
31.3,13739,42.37,-74.8
33.6,13856,42.2,-75.2
37,14877,42.07,-77.69
33.3,13650,43.8,-76.2
34.2,14066,42.6,-78.2
30.7,14131,43.24,-78.9
31.8,14219,42.79,-78.83
32.8,14489,43.1,-77
36.6,13648,44.2,-75.3
31.7,13811,42.2,-76.2
27.6,14450,43.1,-77.43
31.1,13807,42.6,-74.99
30.7,14612,43.25,-77.67
27.2,14031,43,-78.61
38.5,13489,43.47,-75.53
32.6,13488,42.68,-74.76
27.5,14226,42.98,-78.79
27.9,14032,43.05,-78.63
34.5,14606,43.17,-77.69
30.3,14476,43.33,-78.04
33.8,14821,42.2,-77.2
26,14068,43.03,-78.77
33.8,13406,43.14,-74.89
32.2,14510,42.7,-77.9
38.9,13368,43.64,-75.33
34.2,13460,42.7,-75.5
32.9,14482,43,-78
33.6,14041,42.4,-78.98
33.8,13491,42.9,-75.2
30.2,13797,42.3,-76
29.4,14170,42.69,-78.67
31.2,13335,42.7,-75.3
32.4,14753,42.1,-78.6
31.7,13490,43.12,-75.42
32.6,14542,43.153,-76.877
33.3,13788,42.35,-74.64
36.5,14486,42.89,-77.92
32.1,14469,42.87,-77.47
33.9,14871,42.1,-76.9
24.3,14744,42.43,-78.2
32.7,13778,42.3,-75.7
46.6,14204,42.88,-78.87
34.2,14784,42.32,-79.39
35.7,13652,44.4,-75.2
28.2,14625,43.15,-77.51
32.3,13847,42.2,-75.3
30.9,14706,42.1,-78.5
32.5,14874,42.54,-77.16
35.1,14206,42.88,-78.81
31.7,14141,42.5,-78.7
32.5,14757,42.2,-79.5
32.4,14111,42.6,-78.9
32,13794,42.399,-76.015
33.6,13682,43.85,-75.91
31.2,13777,42.24,-76
33.4,14433,43.1,-76.9
31.7,14145,42.73,-78.42
33.5,13804,42.2,-75.37
32.9,14054,42.9,-78.12
36.1,14070,42.4,-78.9
32.6,13636,43.74,-76.12
29.7,14847,42.6,-76.73
31.8,14787,42.3,-79.6
30,14227,42.89,-78.75
33,14422,43.08,-78.07
32.8,13350,43.07,-74.98
31.4,14418,42.61,-77.22
34.4,13730,42.2,-75.5
34.7,14748,42.13,-78.64
33.3,13843,42.5,-75.4
34.4,13355,42.82,-75.42
32,13693,44.03,-76.25
32.6,14710,42.1,-79.4
33.3,14065,42.5,-78.3
29.4,14086,42.91,-78.64
32.7,13901,42.2,-75.9
31.4,14103,43.2,-78.4
29.3,14224,42.84,-78.75
32.5,13415,42.6,-75.19
33,14512,42.7,-77.4
34.7,14879,42.3,-77.2
34.8,13459,42.78,-74.58
33.6,14517,42.6,-77.9
34.4,13697,44.8,-74.8
33.9,14808,42.57,-77.46
36,14034,42.5,-78.88
34.6,14437,42.6,-77.7
32.1,14860,42.59,-76.83
33.1,14718,42.34,-79.28
32.9,14727,42.2,-78.3
30.5,14001,43,-78.5
25.6,14454,42.8,-77.8
26.5,14881,42.4,-76.34
34.2,14813,42.2,-78
43.7,14608,43.15,-77.62
31.4,14082,42.66,-78.39
31.3,14616,43.23,-77.66
32.2,14505,43.16,-77.17
31.6,13438,43.3,-75.1
31.5,13835,42.4,-76.2
31,13476,43.09,-75.51
32.9,13483,43.39,-75.82
28.4,14228,43.04,-78.78
35.5,14810,42.4,-77.4
32.8,14101,42.39,-78.54
34.7,13635,44.3,-75.27
34.1,14826,42.5,-77.5
31.9,13695,44.136,-74.924
33.4,14005,42.92,-78.27
32.1,14105,43.2,-78.5
33.2,14726,42.26,-79.03
44,14611,43.14,-77.64
33.4,13619,44,-75.6
33.1,14714,42.29,-78.24
30.2,14441,42.71,-76.96
31.9,14069,42.61,-78.64
32.5,13342,42.65,-75.19
33.8,13402,42.9,-75.5
28,13333,42.84,-74.83
31,13825,42.4,-75.2
32.1,13846,42.36,-75.04
32.4,13411,42.6,-75.3
35.9,14081,42.56,-79.06
30.1,14511,42.991,-77.863
29.8,13352,43.313,-75.114
31.5,13612,43.99,-75.77
36.1,13670,44.2,-75
31.7,14470,43.2,-78.1
33,13904,42.1,-75.8
37.7,14203,42.87,-78.87
30.4,13615,44.005,-75.984
33.5,14739,42.2,-78.2
28.7,14052,42.8,-78.6
31.5,14487,42.81,-77.62
33.4,14126,43.34,-78.72
33.2,14716,42.39,-79.44
28,14580,43.22,-77.45
36.5,14539,42.834,-77.88
33.8,14717,42.36,-78.18
34.8,13608,44.4,-75.5
30.4,13435,43.304,-75.152
32.3,14804,42.3,-77.8
29.2,14472,43,-77.6
33.4,13740,42.27,-74.75
30.5,14414,42.89,-77.74
33.1,13624,44.2,-76.1
32.4,14532,42.96,-77.02
31.2,13736,42.3,-76.2
32.2,14435,42.72,-77.67
33.2,13842,42.38,-74.73
31.2,13905,42.2,-76
31.4,13676,44.6,-74.9
27.9,14063,42.4,-79.3
37.6,14201,42.89,-78.89
34.9,14551,43.2,-77
32,13782,42.2,-75
36.1,13669,44.7,-75.5
31.3,13776,42.45,-75.34
29.1,14527,42.6,-77.1
30.5,14568,43.14,-77.29
36.4,14533,42.84,-77.89
32,14549,42.7,-78
31.7,13360,43.7,-74.7
31.8,13338,43.5,-75
28.2,14092,43.17,-78.99
30.9,14108,43.26,-78.72
21.3,14261,43.001,-78.793
32,13813,42.17,-75.53
30.5,14302,43.095,-79.056
19.9,14627,43.129,-77.63
29.6,13845,42.08,-76.4
24.3,13602,44.06,-75.74
35,13428,42.92,-74.55
31,13796,42.54,-75.16
31.2,14067,43.2,-78.6
37.4,13646,44.5,-75.7
31.9,13494,43.54,-75.16
44.3,14605,43.17,-77.6
37.8,13620,43.89,-75.46
35.1,13484,42.83,-75.65
31,14544,42.76,-77.24
34.1,14769,42.38,-79.48
34,14836,42.5,-77.9
30.9,13744,42.26,-75.89
40.9,14212,42.89,-78.82
33.2,13841,42.42,-75.84
32.8,14006,42.63,-79.03
32.3,13833,42.2,-75.77
31.8,13731,42.1,-74.8
32.9,14824,42.26,-76.7
32.5,14806,42.1,-77.8
35.2,14873,42.5,-77.3
28.1,14127,42.7,-78.7
29.4,14217,42.98,-78.88
31.8,13812,42.04,-76.37
34,14724,42.1,-79.7
35.3,13421,43.1,-75.6
32.1,14481,42.74,-77.91
34,14590,43.2,-76.8
35.4,14210,42.86,-78.83
31.7,13634,44,-76.1
34.3,14815,42.37,-77.1
33.1,14775,42.2,-79.7
29.3,14415,42.757,-77.023
31.6,14884,42.48,-77.89
27.9,13850,42.06,-76.03
32.5,13826,42.1,-75.64
31.8,13622,44.1,-76.1
30.6,13802,42.24,-76.06
37,13626,43.8,-75.7
32.5,14889,42.2,-76.55
33.7,13672,44.5,-74.7
30.7,13864,42.3,-76.39
32.8,14841,42.52,-76.84
35.4,14820,42.19,-77.38
33,14062,42.4,-79.2
32.8,14767,42.1,-79.5
33,14555,43.26,-76.98
27.1,14882,42.6,-76.6
33.4,13616,44.03,-75.86
29.3,14169,42.768,-78.532
31.2,14774,42.085,-78.153
30.2,13760,42.1,-76.1
34.7,14011,42.8,-78.3
32.3,13495,43.11,-75.28
34.5,14548,42.98,-77.23
30.1,14626,43.21,-77.72
30.5,14043,42.89,-78.71
35,13696,44.72,-74.89
29.3,14586,43.05,-77.69
32.7,14516,43.21,-76.92
32.8,13834,42.54,-74.96
39.3,14303,43.09,-79.04
30.8,13861,42.48,-75.13
32.3,13859,42.38,-75.25
33.3,14809,42.4,-77.4
33.8,13679,44.3,-75.7
32.4,14167,42.74,-78.31
37.1,13343,43.7,-75.3
32.6,14838,42.18,-76.67
30.8,14037,42.81,-78.47
34.4,14805,42.4,-76.7
38,14856,42.4,-77.4
32.1,14522,43.06,-77.23
22,14478,42.57,-77.12
33.9,14572,42.6,-77.6
28.7,14620,43.13,-77.61
30.2,14480,42.83,-77.7
29.4,13408,42.9,-75.7
28.8,13341,43.05,-75.38
29.7,14559,43.19,-77.82
27.5,14610,43.15,-77.55
28.6,13346,42.82,-75.54
29.9,14428,43.1,-77.9
29,14867,42.3,-76.6
34.9,14732,42.217,-79.1087
28.6,14223,42.97,-78.85
30.3,14720,42.109,-79.278
26.4,13441,43.22,-75.41
34.3,14058,43.1,-78.17
34.8,13680,44.6,-75.4
32,14171,42.4,-78.6
32.3,13755,42.1,-75
30.1,14750,42.08,-79.32
30,14445,43.11,-77.49
31.6,13860,42.5,-75
35.3,13334,42.84,-75.65
38.1,14604,43.157,-77.605
35.2,14048,42.5,-79.3
31.7,13685,43.9,-76.2
31.9,13675,44.29,-75.83
36.3,14779,42.2,-78.8
38.9,14301,43.1,-79.04
31.8,13677,44.516,-75.185
36.4,13327,43.9,-75.3
25.1,14618,43.11,-77.56
33.3,14823,42.2,-77.6
20.7,14802,42.25,-77.79
35.5,14819,42.21,-77.44
36.1,13666,44.211,-74.989
30.8,13328,42.98,-75.42
29.8,14467,43.04,-77.61
28.3,13617,44.6,-75.2
31,14479,43.24,-78.31
36.7,13642,44.3,-75.5
30.6,14519,43.23,-77.31
31.1,13673,44.2,-75.7
32.7,14591,42.83,-78.1
33.9,14550,42.68,-78.1
36.4,13639,44.25,-75.12
41.6,14619,43.14,-77.65
30.5,14842,42.59,-76.96
30.7,14025,42.62,-78.72
33.5,13661,43.7,-76.1
36.1,13472,43.699,-74.992
34,13357,42.97,-75.08
34,14752,42.352,-79.324
29.6,14468,43.3,-77.8
28.4,14886,42.5,-76.7
34.6,13501,43.08,-75.23
30.7,13638,44.02,-75.75
31.7,14521,42.7,-76.8
36.9,13681,44.43,-75.37
33,13621,44.8,-75.1
32.3,14012,43.33,-78.54
32.4,14456,42.9,-77
33.5,14125,43.09,-78.27
33.5,13363,43.33,-75.51
33.5,13687,44.5,-74.8
31.1,14837,42.5,-77
26.3,14623,43.09,-77.65
29,14059,42.83,-78.63
33.1,14040,42.89,-78.39
32.3,16048,41.05,-79.77
36.3,16213,41.126,-79.556
35.4,15085,40.38,-79.72
30,15218,40.42,-79.89
40.8,15421,39.8448,-79.6178
35.9,15623,40.37,-79.62
36.8,15533,40,-78.2
33.7,15927,40.54,-78.78
36.1,15081,40.575,-80.235
40.3,15542,39.87,-79.08
25.8,15015,40.64,-80.08
39.8,15906,40.37,-78.96
34.7,16117,40.9,-80.3
37.6,16248,41,-79.5
34.7,16114,41.41,-80.19
36.4,15026,40.51,-80.36
33.1,14892,42.06,-76.55
36.5,15686,40.62,-79.43
35.7,16102,40.96,-80.41
32.5,16052,40.91,-80.08
38.8,15348,39.986,-79.995
31.9,15367,40.26,-80.06
41.6,15463,39.97,-79.884
36.6,15360,40.08,-80.08
35.6,15958,40.39,-78.72
36.2,15640,40.226,-79.731
34,15737,40.59,-78.72
38.3,15784,41.025,-79.135
35.6,16223,41,-79.3
25.2,15082,40.38,-80.214
39.2,15501,40,-79.1
34.2,15140,40.41,-79.78
40.8,15863,41.013,-78.838
33.4,15539,40.13,-78.59
32.8,15350,40.2916,-80.2019
27.9,15046,40.56,-80.23
39.3,15059,40.68,-80.48
38.4,15352,39.8,-80.4
35.6,15361,40.328,-80.258
26.7,15031,40.35,-80.16
34.8,15642,40.32,-79.72
28.4,15131,40.33,-79.8
40.4,15460,39.811,-79.91
33,16134,41.5,-80.4
34.5,15954,40.42,-79.01
40.4,15564,39.73,-78.85
33.4,15112,40.4,-79.84
36.5,15824,41.3,-78.8
33.9,16050,41.05,-79.77
40.2,15410,39.92,-79.91
37.3,15840,41.17,-78.83
34,15221,40.44,-79.87
35.2,15689,40.2,-79.5
37.2,15233,40.45,-80.03
32.8,16040,41.1,-79.84
30.2,15056,40.56,-80.21
30.3,16059,40.71,-79.94
36.9,15053,40.38,-80.36
27.1,15234,40.37,-80.02
26.2,15101,40.58,-79.95
35,15559,40.05,-78.68
33.9,16020,41.11,-79.89
36.7,15620,40.33,-79.33
37.2,15022,40.14,-79.93
33.7,16110,41.48,-80.38
34.1,16253,40.95,-79.35
32.7,16113,41.3,-80.4
31,16033,40.8,-80
39.6,15558,39.8,-79.1
35.5,16238,40.786,-79.522
35.6,15313,40.069,-80.02
33.4,16212,40.754,-79.581
38.9,15478,39.8,-79.8
35.8,16228,40.761,-79.535
